type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-01-20 12:18:53,60.46130134,22.29741769,4,34.688,,6.740,150,25,39,,
T,2022-01-20 12:18:54,60.46122475,22.29751561,5,34.718,,8.040,148,25,39,,
T,2022-01-20 12:18:55,60.46114168,22.29763947,5,34.615,,9.360,150,24,39,,
T,2022-01-20 12:18:56,60.46106516,22.29770397,4,35.014,,9.100,157,24,38,,
T,2022-01-20 12:18:57,60.46098725,22.29775458,4,34.744,,9.730,166,22,39,,
T,2022-01-20 12:18:58,60.46090693,22.29779318,5,34.532,,9.450,172,21,39,,
T,2022-01-20 12:18:59,60.46081518,22.29780099,5,34.461,,9.620,179,20,39,,
T,2022-01-20 12:19:00,60.46071464,22.29779126,5,35.645,,10.330,183,21,39,,
T,2022-01-20 12:19:01,60.46062629,22.29777137,4,35.133,,10.080,184,22,39,,
T,2022-01-20 12:19:02,60.46053030,22.29774389,4,32.908,,10.200,186,22,39,,
T,2022-01-20 12:19:03,60.46042929,22.29772614,4,32.964,,10.360,186,23,39,,
T,2022-01-20 12:19:04,60.46034680,22.29769300,4,32.847,,9.940,185,24,39,,
T,2022-01-20 12:19:05,60.46026526,22.29769567,4,33.458,,9.110,183,24,39,,
T,2022-01-20 12:19:06,60.46020202,22.29769089,4,33.001,,7.390,181,21,39,,
T,2022-01-20 12:19:07,60.46014512,22.29768292,4,33.333,,5.970,179,20,39,,
T,2022-01-20 12:19:08,60.46010402,22.29769692,4,32.597,,5.160,175,21,39,,
T,2022-01-20 12:19:09,60.46006577,22.29770067,4,32.489,,4.590,168,21,39,,
T,2022-01-20 12:19:10,60.46003033,22.29771876,4,32.466,,4.500,158,20,39,,
T,2022-01-20 12:19:11,60.45998274,22.29775971,4,33.397,,4.970,145,20,39,,
T,2022-01-20 12:19:12,60.45994414,22.29783869,4,33.341,,5.730,131,23,39,,
T,2022-01-20 12:19:13,60.45990603,22.29793597,4,33.415,,6.750,121,23,39,,
T,2022-01-20 12:19:14,60.45987659,22.29807074,4,31.527,,7.330,113,22,39,,
T,2022-01-20 12:19:15,60.45983923,22.29824234,10,31.764,,9.150,110,24,39,,
T,2022-01-20 12:19:16,60.45980675,22.29843189,10,32.168,,10.190,109,25,39,,
T,2022-01-20 12:19:17,60.45977059,22.29864089,10,32.658,,10.770,110,27,39,,
T,2022-01-20 12:19:18,60.45973462,22.29881402,10,32.062,,10.160,111,26,39,,
T,2022-01-20 12:19:19,60.45969401,22.29897498,10,32.314,,10.150,112,25,39,,
T,2022-01-20 12:19:20,60.45966253,22.29912959,10,32.973,,9.390,114,25,39,,
T,2022-01-20 12:19:21,60.45962060,22.29927687,10,32.606,,9.040,119,25,39,,
T,2022-01-20 12:19:22,60.45958495,22.29940327,10,32.052,,8.550,126,25,39,,
T,2022-01-20 12:19:23,60.45953889,22.29953128,11,33.049,,8.500,133,26,39,,
T,2022-01-20 12:19:24,60.45947169,22.29966683,11,32.109,,9.500,140,23,39,,
T,2022-01-20 12:19:25,60.45939013,22.29976936,11,31.738,,9.790,145,23,39,,
T,2022-01-20 12:19:26,60.45931135,22.29987102,11,32.007,,9.580,147,23,39,,
T,2022-01-20 12:19:27,60.45923999,22.29993864,11,30.317,,9.530,148,23,39,,
T,2022-01-20 12:19:28,60.45917441,22.30002611,11,29.013,,9.420,149,23,39,,
T,2022-01-20 12:19:29,60.45909488,22.30010583,11,29.655,,9.330,149,23,39,,
T,2022-01-20 12:19:30,60.45900812,22.30021437,11,30.202,,9.710,149,23,39,,
T,2022-01-20 12:19:31,60.45892901,22.30029710,11,31.110,,9.700,150,23,39,,
T,2022-01-20 12:19:32,60.45887342,22.30037358,11,31.801,,8.840,149,22,38,,
T,2022-01-20 12:19:33,60.45879942,22.30044542,11,31.183,,8.890,150,22,39,,
T,2022-01-20 12:19:34,60.45871952,22.30053904,11,30.705,,9.910,150,18,39,,
T,2022-01-20 12:19:35,60.45864499,22.30064286,11,32.609,,9.900,150,19,39,,
T,2022-01-20 12:19:36,60.45858293,22.30070373,12,31.779,,9.590,150,17,39,,
T,2022-01-20 12:19:37,60.45847726,22.30081608,12,32.150,,10.430,149,15,39,,
T,2022-01-20 12:19:38,60.45838727,22.30089859,11,32.152,,10.200,148,15,39,,
T,2022-01-20 12:19:39,60.45829874,22.30101140,11,31.104,,10.300,148,18,39,,
T,2022-01-20 12:19:40,60.45823141,22.30108040,11,29.340,,10.690,149,21,39,,
T,2022-01-20 12:19:41,60.45813053,22.30118033,11,30.178,,10.730,150,23,39,,
T,2022-01-20 12:19:42,60.45803816,22.30129226,10,30.648,,10.980,151,24,39,,
T,2022-01-20 12:19:43,60.45794409,22.30139398,10,31.798,,11.120,151,24,39,,
T,2022-01-20 12:19:44,60.45785736,22.30149958,10,31.003,,11.450,151,25,39,,
T,2022-01-20 12:19:45,60.45776407,22.30160698,10,32.089,,11.520,150,26,39,,
T,2022-01-20 12:19:46,60.45767442,22.30171737,10,32.412,,11.330,150,25,39,,
T,2022-01-20 12:19:47,60.45758867,22.30181138,10,33.015,,10.880,151,25,39,,
T,2022-01-20 12:19:48,60.45750540,22.30190595,10,34.019,,10.290,151,17,39,,
T,2022-01-20 12:19:49,60.45741682,22.30198643,10,37.674,,9.530,149,17,39,,
T,2022-01-20 12:19:50,60.45734269,22.30207138,10,38.134,,8.710,152,26,39,,
T,2022-01-20 12:19:51,60.45728431,22.30212229,10,39.565,,7.220,151,26,39,,
T,2022-01-20 12:19:52,60.45724181,22.30216765,10,39.255,,5.930,151,26,39,,
T,2022-01-20 12:19:53,60.45720489,22.30220316,10,40.071,,4.640,151,26,39,,
T,2022-01-20 12:19:54,60.45717087,22.30224244,10,39.980,,4.020,153,25,39,,
T,2022-01-20 12:19:55,60.45715117,22.30225128,10,38.883,,2.870,154,26,39,,
T,2022-01-20 12:19:56,60.45713900,22.30226203,10,38.466,,1.740,154,25,39,,
T,2022-01-20 12:19:57,60.45713934,22.30226867,10,38.776,,0.990,154,25,39,,
T,2022-01-20 12:19:58,60.45713106,22.30227500,10,38.449,,0.870,154,25,39,,
T,2022-01-20 12:19:59,60.45712194,22.30228293,10,38.468,,0.950,154,24,39,,
T,2022-01-20 12:20:00,60.45711036,22.30229310,10,37.935,,0.910,155,24,39,,
T,2022-01-20 12:20:01,60.45710079,22.30230003,10,38.103,,0.980,155,24,39,,
T,2022-01-20 12:20:02,60.45708711,22.30231039,10,38.244,,1.370,156,23,39,,
T,2022-01-20 12:20:03,60.45707701,22.30231698,10,37.991,,1.010,157,23,39,,
T,2022-01-20 12:20:04,60.45706969,22.30231820,10,36.948,,0.760,158,23,39,,
T,2022-01-20 12:20:05,60.45706370,22.30232136,10,36.824,,0.670,158,24,39,,
T,2022-01-20 12:20:06,60.45705700,22.30232425,10,36.762,,0.460,158,25,39,,
T,2022-01-20 12:20:07,60.45705374,22.30232533,10,36.814,,0.000,,25,39,,
T,2022-01-20 12:20:08,60.45705155,22.30232856,10,37.008,,0.000,,26,39,,
T,2022-01-20 12:20:09,60.45705061,22.30232987,10,37.077,,0.000,,26,39,,
T,2022-01-20 12:20:10,60.45704864,22.30233072,10,37.050,,0.000,,24,39,,
T,2022-01-20 12:20:11,60.45704775,22.30233219,10,36.973,,0.000,,24,39,,
T,2022-01-20 12:20:12,60.45704608,22.30233463,10,36.759,,0.000,,24,39,,
T,2022-01-20 12:20:13,60.45704235,22.30233787,10,36.906,,0.000,,24,39,,
T,2022-01-20 12:20:14,60.45704055,22.30234078,10,36.971,,0.000,,25,39,,
T,2022-01-20 12:20:15,60.45703822,22.30234322,10,37.096,,0.000,,25,39,,
T,2022-01-20 12:20:16,60.45703707,22.30234357,10,37.169,,0.000,,25,39,,
T,2022-01-20 12:20:17,60.45703533,22.30234297,10,37.306,,0.000,,25,39,,
T,2022-01-20 12:20:18,60.45703488,22.30234257,10,37.259,,0.000,,25,39,,
T,2022-01-20 12:20:19,60.45703429,22.30234309,10,37.381,,0.000,,26,39,,
T,2022-01-20 12:20:20,60.45702241,22.30234897,10,37.741,,1.980,165,25,39,,
T,2022-01-20 12:20:21,60.45700896,22.30235436,10,38.263,,1.420,158,25,39,,
T,2022-01-20 12:20:22,60.45699822,22.30235337,10,39.215,,1.000,156,25,39,,
T,2022-01-20 12:20:23,60.45699083,22.30235490,10,39.408,,0.750,154,26,39,,
T,2022-01-20 12:20:24,60.45698525,22.30234829,10,38.850,,0.000,,26,39,,
T,2022-01-20 12:20:25,60.45698370,22.30234754,10,38.987,,0.000,,26,39,,
T,2022-01-20 12:20:26,60.45698215,22.30235094,10,38.936,,0.000,,26,39,,
T,2022-01-20 12:20:27,60.45698348,22.30235539,10,38.450,,0.000,,26,39,,
T,2022-01-20 12:20:28,60.45698252,22.30235495,10,38.585,,0.000,,26,39,,
T,2022-01-20 12:20:29,60.45698112,22.30235776,10,38.932,,0.000,,25,39,,
T,2022-01-20 12:20:30,60.45698106,22.30236154,10,38.441,,0.000,,26,39,,
T,2022-01-20 12:20:31,60.45698091,22.30236407,10,37.996,,0.000,,26,39,,
T,2022-01-20 12:20:32,60.45698062,22.30237074,10,37.569,,0.000,,25,39,,
T,2022-01-20 12:20:33,60.45698062,22.30237251,10,37.784,,0.000,,25,39,,
T,2022-01-20 12:20:34,60.45697929,22.30237125,10,38.178,,0.000,,25,39,,
T,2022-01-20 12:20:35,60.45698210,22.30237097,10,37.650,,0.000,,25,39,,
T,2022-01-20 12:20:36,60.45698190,22.30237016,10,37.739,,0.000,,25,39,,
T,2022-01-20 12:20:37,60.45698266,22.30237055,10,37.633,,0.000,,25,39,,
T,2022-01-20 12:20:38,60.45698281,22.30237098,10,37.611,,0.000,,25,39,,
T,2022-01-20 12:20:39,60.45698256,22.30237116,10,37.663,,0.000,,23,39,,
T,2022-01-20 12:20:40,60.45698217,22.30237219,10,37.675,,0.000,,22,39,,
T,2022-01-20 12:20:41,60.45698210,22.30237242,10,37.679,,0.000,,23,39,,
T,2022-01-20 12:20:42,60.45698184,22.30237321,10,37.712,,0.000,,23,39,,
T,2022-01-20 12:20:43,60.45698153,22.30237410,10,37.773,,0.000,,24,39,,
T,2022-01-20 12:20:44,60.45698141,22.30237447,10,37.775,,0.000,,22,39,,
T,2022-01-20 12:20:45,60.45698119,22.30237468,10,37.789,,0.000,,23,39,,
T,2022-01-20 12:20:46,60.45698108,22.30237469,10,37.803,,0.000,,23,39,,
T,2022-01-20 12:20:47,60.45698075,22.30237517,10,37.795,,0.000,,23,39,,
T,2022-01-20 12:20:48,60.45698101,22.30237475,10,37.786,,0.000,,23,39,,
T,2022-01-20 12:20:49,60.45695572,22.30242098,10,38.154,,3.180,138,25,39,,
T,2022-01-20 12:20:50,60.45692735,22.30248267,10,38.137,,4.060,128,25,39,,
T,2022-01-20 12:20:51,60.45690305,22.30255863,10,38.007,,4.620,118,25,39,,
T,2022-01-20 12:20:52,60.45688103,22.30266881,10,38.265,,5.250,103,26,39,,
T,2022-01-20 12:20:53,60.45688299,22.30277215,10,38.892,,5.530,83,26,39,,
T,2022-01-20 12:20:54,60.45690048,22.30287577,10,38.215,,5.580,71,26,39,,
T,2022-01-20 12:20:55,60.45691501,22.30298652,10,37.568,,5.740,62,26,39,,
T,2022-01-20 12:20:56,60.45694655,22.30309911,10,37.375,,6.750,60,27,39,,
T,2022-01-20 12:20:57,60.45698541,22.30323128,10,36.770,,7.560,60,27,39,,
T,2022-01-20 12:20:58,60.45703026,22.30336581,10,36.248,,8.230,59,26,39,,
T,2022-01-20 12:20:59,60.45707880,22.30354953,10,36.009,,10.250,60,25,39,,
T,2022-01-20 12:21:00,60.45712859,22.30373669,10,36.691,,11.300,61,23,39,,
T,2022-01-20 12:21:01,60.45719249,22.30393087,10,35.799,,12.170,61,22,39,,
T,2022-01-20 12:21:02,60.45725037,22.30413907,10,35.473,,13.110,61,21,39,,
T,2022-01-20 12:21:03,60.45731811,22.30437056,10,36.096,,13.970,61,21,39,,
T,2022-01-20 12:21:04,60.45738554,22.30460531,10,36.774,,14.530,61,20,39,,
T,2022-01-20 12:21:05,60.45745548,22.30482928,10,35.720,,14.680,61,20,39,,
T,2022-01-20 12:21:06,60.45752777,22.30506273,10,34.954,,14.740,61,21,39,,
T,2022-01-20 12:21:07,60.45759017,22.30529579,10,35.297,,14.790,61,22,39,,
T,2022-01-20 12:21:08,60.45765481,22.30553544,10,36.347,,14.860,61,21,39,,
T,2022-01-20 12:21:09,60.45771192,22.30577262,10,35.958,,14.800,61,21,39,,
T,2022-01-20 12:21:10,60.45777258,22.30601331,10,37.787,,14.680,61,22,39,,
T,2022-01-20 12:21:11,60.45783866,22.30624847,10,38.264,,14.290,60,22,38,,
T,2022-01-20 12:21:12,60.45790481,22.30646924,10,39.243,,14.020,60,23,39,,
T,2022-01-20 12:21:13,60.45797313,22.30669714,10,38.691,,14.040,58,23,39,,
T,2022-01-20 12:21:14,60.45803686,22.30691760,10,45.708,,13.990,58,24,39,,
T,2022-01-20 12:21:15,60.45810205,22.30713899,11,44.530,,14.120,58,23,39,,
T,2022-01-20 12:21:16,60.45816971,22.30735768,11,43.451,,14.330,59,24,39,,
T,2022-01-20 12:21:17,60.45823506,22.30758016,11,42.646,,14.470,61,18,39,,
T,2022-01-20 12:21:18,60.45829489,22.30778972,10,41.797,,14.480,62,18,39,,
T,2022-01-20 12:21:19,60.45835915,22.30801216,10,41.503,,14.410,62,28,39,,
T,2022-01-20 12:21:20,60.45842141,22.30825385,10,42.008,,14.760,62,28,39,,
T,2022-01-20 12:21:21,60.45849270,22.30848999,10,41.454,,14.900,61,28,39,,
T,2022-01-20 12:21:22,60.45856700,22.30873187,10,41.052,,14.980,61,25,39,,
T,2022-01-20 12:21:23,60.45863680,22.30897149,10,40.745,,14.880,60,25,39,,
T,2022-01-20 12:21:24,60.45870216,22.30920717,10,41.020,,14.930,59,25,39,,
T,2022-01-20 12:21:25,60.45877780,22.30943853,10,40.518,,15.070,59,24,38,,
T,2022-01-20 12:21:26,60.45884409,22.30966858,10,40.500,,15.140,58,23,38,,
T,2022-01-20 12:21:27,60.45892221,22.30990673,10,40.647,,15.370,58,23,38,,
T,2022-01-20 12:21:28,60.45899230,22.31014145,10,39.859,,15.490,57,23,38,,
T,2022-01-20 12:21:29,60.45907147,22.31037707,10,40.074,,15.570,57,23,38,,
T,2022-01-20 12:21:30,60.45915192,22.31060815,10,40.927,,15.790,56,25,38,,
T,2022-01-20 12:21:31,60.45923560,22.31085258,10,41.254,,16.230,56,24,38,,
T,2022-01-20 12:21:32,60.45932101,22.31110332,10,41.100,,16.670,57,23,38,,
T,2022-01-20 12:21:33,60.45940674,22.31135629,10,41.222,,16.860,57,24,38,,
T,2022-01-20 12:21:34,60.45948520,22.31162028,10,40.750,,17.010,57,23,38,,
T,2022-01-20 12:21:35,60.45957614,22.31188095,10,40.951,,16.990,58,24,38,,
T,2022-01-20 12:21:36,60.45966014,22.31215368,10,41.326,,16.840,58,24,38,,
T,2022-01-20 12:21:37,60.45974105,22.31241608,10,42.306,,16.900,57,23,38,,
T,2022-01-20 12:21:38,60.45982117,22.31266915,10,42.524,,16.790,57,22,38,,
T,2022-01-20 12:21:39,60.45990646,22.31292763,10,42.634,,16.900,57,20,38,,
T,2022-01-20 12:21:40,60.45998945,22.31318857,10,43.242,,17.000,58,20,38,,
T,2022-01-20 12:21:41,60.46007160,22.31345124,10,44.036,,17.070,59,20,38,,
T,2022-01-20 12:21:42,60.46014083,22.31369752,10,42.451,,17.000,59,20,37,,
T,2022-01-20 12:21:43,60.46021154,22.31395930,10,41.958,,17.080,60,22,37,,
T,2022-01-20 12:21:44,60.46028884,22.31423432,10,41.290,,16.930,60,22,38,,
T,2022-01-20 12:21:45,60.46036484,22.31449430,10,40.830,,16.870,60,22,38,,
T,2022-01-20 12:21:46,60.46043208,22.31475555,10,39.590,,16.910,60,24,38,,
T,2022-01-20 12:21:47,60.46051349,22.31502575,10,39.649,,16.960,59,24,38,,
T,2022-01-20 12:21:48,60.46058762,22.31528919,10,39.908,,16.950,59,24,38,,
T,2022-01-20 12:21:49,60.46065740,22.31554867,10,39.463,,16.970,60,22,38,,
T,2022-01-20 12:21:50,60.46074435,22.31580373,10,38.798,,17.010,59,23,38,,
T,2022-01-20 12:21:51,60.46082160,22.31608187,10,39.732,,17.060,60,23,38,,
T,2022-01-20 12:21:52,60.46089719,22.31635655,10,39.816,,17.110,60,24,38,,
T,2022-01-20 12:21:53,60.46098233,22.31660901,10,38.164,,17.080,60,25,38,,
T,2022-01-20 12:21:54,60.46105977,22.31687309,10,36.539,,17.010,60,24,38,,
T,2022-01-20 12:21:55,60.46113109,22.31714280,10,34.815,,17.080,61,24,38,,
T,2022-01-20 12:21:56,60.46120896,22.31740344,10,35.612,,17.010,63,24,38,,
T,2022-01-20 12:21:57,60.46126196,22.31768318,10,34.326,,16.920,65,24,38,,
T,2022-01-20 12:21:58,60.46132399,22.31795072,10,33.582,,16.760,66,25,38,,
T,2022-01-20 12:21:59,60.46138403,22.31824275,10,34.284,,16.990,68,25,38,,
T,2022-01-20 12:22:00,60.46144311,22.31853577,10,34.532,,16.790,69,25,38,,
T,2022-01-20 12:22:01,60.46149860,22.31880419,10,34.685,,16.560,71,25,38,,
T,2022-01-20 12:22:02,60.46154488,22.31910852,10,35.172,,16.840,72,24,38,,
T,2022-01-20 12:22:03,60.46159141,22.31940339,10,35.478,,16.960,73,22,38,,
T,2022-01-20 12:22:04,60.46163100,22.31966980,10,33.001,,16.410,75,22,38,,
T,2022-01-20 12:22:05,60.46166389,22.31998492,10,34.420,,16.780,76,21,38,,
T,2022-01-20 12:22:06,60.46170506,22.32030417,10,34.865,,16.800,77,21,38,,
T,2022-01-20 12:22:07,60.46174286,22.32058160,10,33.736,,16.540,77,22,38,,
T,2022-01-20 12:22:08,60.46178735,22.32087899,10,33.799,,16.730,77,22,38,,
T,2022-01-20 12:22:09,60.46181894,22.32120809,10,34.793,,17.160,77,21,38,,
T,2022-01-20 12:22:10,60.46184762,22.32151039,10,35.196,,16.850,78,21,38,,
T,2022-01-20 12:22:11,60.46187657,22.32181469,10,36.154,,16.820,78,21,37,,
T,2022-01-20 12:22:12,60.46190609,22.32211805,10,36.417,,16.790,78,20,38,,
T,2022-01-20 12:22:13,60.46194008,22.32242417,10,37.084,,16.880,78,14,38,,
T,2022-01-20 12:22:14,60.46197775,22.32273091,10,35.997,,16.760,78,13,38,,
T,2022-01-20 12:22:15,60.46201103,22.32302720,10,36.754,,16.860,78,21,38,,
T,2022-01-20 12:22:16,60.46203823,22.32333099,10,36.750,,16.830,78,21,38,,
T,2022-01-20 12:22:17,60.46206457,22.32363543,10,38.624,,16.770,79,21,38,,
T,2022-01-20 12:22:18,60.46209007,22.32393861,10,38.781,,16.830,79,22,38,,
T,2022-01-20 12:22:19,60.46212412,22.32423885,10,39.350,,17.010,79,21,38,,
T,2022-01-20 12:22:20,60.46215161,22.32454007,10,40.129,,16.920,79,22,38,,
T,2022-01-20 12:22:21,60.46218110,22.32484576,10,40.862,,16.870,80,22,38,,
T,2022-01-20 12:22:22,60.46220376,22.32515126,10,40.360,,16.940,80,23,38,,
T,2022-01-20 12:22:23,60.46222781,22.32544929,10,40.228,,16.970,80,23,38,,
T,2022-01-20 12:22:24,60.46225150,22.32575496,10,37.468,,17.020,80,22,38,,
T,2022-01-20 12:22:25,60.46227700,22.32606177,10,38.309,,16.890,80,22,38,,
T,2022-01-20 12:22:26,60.46230426,22.32636927,10,38.519,,17.140,80,22,38,,
T,2022-01-20 12:22:27,60.46232789,22.32666503,10,39.084,,16.720,80,22,38,,
T,2022-01-20 12:22:28,60.46235579,22.32696046,10,38.518,,16.970,80,22,38,,
T,2022-01-20 12:22:29,60.46238100,22.32725056,10,39.129,,16.610,79,22,38,,
T,2022-01-20 12:22:30,60.46240663,22.32755282,10,39.039,,16.620,77,21,38,,
T,2022-01-20 12:22:31,60.46243912,22.32783941,10,39.362,,16.970,75,21,38,,
T,2022-01-20 12:22:32,60.46247683,22.32813950,10,39.989,,17.020,73,22,38,,
T,2022-01-20 12:22:34,60.46257031,22.32872292,10,40.157,,17.010,69,24,38,,
T,2022-01-20 12:22:35,60.46262758,22.32900119,10,39.279,,17.030,67,24,38,,
T,2022-01-20 12:22:36,60.46268729,22.32929161,10,38.317,,17.290,66,26,38,,
T,2022-01-20 12:22:37,60.46275234,22.32957103,10,37.471,,17.280,64,26,38,,
T,2022-01-20 12:22:38,60.46282266,22.32985915,10,34.948,,17.330,63,23,38,,
T,2022-01-20 12:22:39,60.46289240,22.33013865,10,35.507,,17.440,62,23,38,,
T,2022-01-20 12:22:40,60.46296403,22.33041891,10,35.796,,17.350,62,24,38,,
T,2022-01-20 12:22:41,60.46303940,22.33070339,10,35.770,,17.400,62,17,38,,
T,2022-01-20 12:22:42,60.46310210,22.33098172,10,35.464,,17.280,63,18,38,,
T,2022-01-20 12:22:43,60.46316797,22.33126076,10,34.843,,17.150,63,18,38,,
T,2022-01-20 12:22:44,60.46323802,22.33153447,10,33.807,,17.060,62,18,38,,
T,2022-01-20 12:22:45,60.46331194,22.33181152,10,32.401,,16.900,63,18,38,,
T,2022-01-20 12:22:46,60.46337981,22.33208362,10,31.184,,16.810,63,17,38,,
T,2022-01-20 12:22:47,60.46344850,22.33235893,10,30.884,,16.810,63,17,38,,
T,2022-01-20 12:22:48,60.46351111,22.33263442,10,30.735,,16.770,63,17,38,,
T,2022-01-20 12:22:49,60.46358603,22.33290457,10,29.532,,16.810,63,18,38,,
T,2022-01-20 12:22:50,60.46365568,22.33317538,10,29.102,,16.840,63,18,38,,
T,2022-01-20 12:22:51,60.46372967,22.33344451,10,28.528,,16.850,63,18,38,,
T,2022-01-20 12:22:52,60.46379296,22.33371869,10,28.158,,16.780,63,18,38,,
T,2022-01-20 12:22:53,60.46386022,22.33399602,10,27.925,,16.730,64,18,38,,
T,2022-01-20 12:22:54,60.46392586,22.33427011,10,28.910,,16.740,63,18,38,,
T,2022-01-20 12:22:55,60.46399045,22.33454474,10,29.839,,16.750,63,18,38,,
T,2022-01-20 12:22:56,60.46405942,22.33481574,10,29.348,,16.700,63,18,38,,
T,2022-01-20 12:22:57,60.46413250,22.33509026,10,28.609,,16.840,63,18,38,,
T,2022-01-20 12:22:58,60.46420336,22.33536067,10,28.644,,16.880,63,18,38,,
T,2022-01-20 12:22:59,60.46427284,22.33563884,10,28.407,,17.040,63,18,38,,
T,2022-01-20 12:23:00,60.46433756,22.33591689,10,27.504,,17.080,64,18,38,,
T,2022-01-20 12:23:01,60.46439733,22.33619761,10,27.813,,17.010,65,18,38,,
T,2022-01-20 12:23:02,60.46446305,22.33647487,10,27.158,,16.920,64,18,38,,
T,2022-01-20 12:23:03,60.46453324,22.33674510,10,26.345,,16.910,64,18,38,,
T,2022-01-20 12:23:04,60.46459628,22.33702314,10,26.267,,16.970,63,18,38,,
T,2022-01-20 12:23:05,60.46466218,22.33730102,10,25.896,,16.840,63,18,38,,
T,2022-01-20 12:23:06,60.46473341,22.33757048,10,25.692,,16.600,62,18,38,,
T,2022-01-20 12:23:07,60.46480096,22.33784442,10,25.846,,16.630,63,22,38,,
T,2022-01-20 12:23:08,60.46486698,22.33810824,10,25.496,,16.390,64,22,38,,
T,2022-01-20 12:23:09,60.46493226,22.33837435,10,25.206,,16.310,64,22,38,,
T,2022-01-20 12:23:10,60.46499703,22.33864850,10,25.763,,16.380,65,22,38,,
T,2022-01-20 12:23:11,60.46505719,22.33891906,10,26.040,,16.470,65,22,38,,
T,2022-01-20 12:23:12,60.46511695,22.33918684,10,26.320,,16.610,66,22,38,,
T,2022-01-20 12:23:13,60.46518322,22.33945994,10,27.955,,16.820,66,18,38,,
T,2022-01-20 12:23:14,60.46524963,22.33974204,10,26.999,,16.850,66,18,38,,
T,2022-01-20 12:23:15,60.46531440,22.34002208,10,26.637,,17.020,67,18,38,,
T,2022-01-20 12:23:16,60.46537058,22.34030508,10,26.706,,17.000,68,19,38,,
T,2022-01-20 12:23:17,60.46543450,22.34058841,10,26.233,,16.930,67,18,38,,
T,2022-01-20 12:23:18,60.46548937,22.34087104,10,26.583,,17.030,68,18,38,,
T,2022-01-20 12:23:19,60.46554986,22.34115338,10,26.802,,17.010,67,18,38,,
T,2022-01-20 12:23:20,60.46561095,22.34144326,10,27.025,,16.940,68,19,38,,
T,2022-01-20 12:23:21,60.46566615,22.34173133,10,27.806,,16.800,68,19,38,,
T,2022-01-20 12:23:22,60.46572591,22.34200896,10,27.734,,16.740,67,18,38,,
T,2022-01-20 12:23:23,60.46578631,22.34228929,10,26.748,,16.800,67,18,38,,
T,2022-01-20 12:23:24,60.46584464,22.34256994,10,27.126,,16.760,67,18,38,,
T,2022-01-20 12:23:25,60.46590269,22.34285152,10,26.907,,16.740,67,19,38,,
T,2022-01-20 12:23:26,60.46596000,22.34313198,10,29.058,,16.810,67,19,38,,
T,2022-01-20 12:23:27,60.46602221,22.34341538,10,29.047,,16.770,67,19,38,,
T,2022-01-20 12:23:28,60.46607973,22.34369390,10,28.670,,16.760,67,19,38,,
T,2022-01-20 12:23:29,60.46613930,22.34397432,10,28.906,,16.890,67,19,38,,
T,2022-01-20 12:23:30,60.46619470,22.34425799,10,29.198,,16.960,67,19,38,,
T,2022-01-20 12:23:31,60.46625436,22.34454167,10,29.743,,16.990,67,19,38,,
T,2022-01-20 12:23:32,60.46631159,22.34481752,10,29.234,,16.880,67,19,38,,
T,2022-01-20 12:23:33,60.46636650,22.34509466,10,29.308,,16.250,68,28,38,,
T,2022-01-20 12:23:34,60.46642088,22.34534687,10,29.380,,15.120,68,29,38,,
T,2022-01-20 12:23:35,60.46647160,22.34557406,10,29.528,,13.980,67,28,38,,
T,2022-01-20 12:23:36,60.46651867,22.34579290,10,29.179,,12.860,67,28,38,,
T,2022-01-20 12:23:37,60.46655875,22.34598995,10,29.278,,11.680,67,28,38,,
T,2022-01-20 12:23:38,60.46659447,22.34615769,10,29.162,,10.570,67,27,38,,
T,2022-01-20 12:23:39,60.46662881,22.34632261,10,29.432,,9.390,67,26,38,,
T,2022-01-20 12:23:40,60.46666198,22.34646700,10,29.733,,8.820,66,24,38,,
T,2022-01-20 12:23:41,60.46668600,22.34659868,10,29.582,,7.940,66,24,38,,
T,2022-01-20 12:23:42,60.46671023,22.34670498,10,29.838,,6.780,67,25,38,,
T,2022-01-20 12:23:43,60.46673594,22.34677103,10,28.042,,5.650,66,24,38,,
T,2022-01-20 12:23:44,60.46674386,22.34684480,10,28.388,,4.350,66,25,38,,
T,2022-01-20 12:23:45,60.46675547,22.34688322,10,27.781,,2.840,66,26,38,,
T,2022-01-20 12:23:46,60.46676237,22.34692027,10,27.752,,2.290,66,18,37,,
T,2022-01-20 12:23:47,60.46676497,22.34693651,10,27.771,,1.280,65,17,38,,
T,2022-01-20 12:23:48,60.46676421,22.34695415,10,28.119,,0.850,65,16,38,,
T,2022-01-20 12:23:49,60.46676579,22.34695801,10,27.557,,0.000,,24,38,,
T,2022-01-20 12:23:50,60.46676616,22.34696045,10,27.398,,0.000,,25,38,,
T,2022-01-20 12:23:51,60.46676723,22.34696193,10,27.372,,0.000,,25,38,,
T,2022-01-20 12:23:52,60.46676900,22.34696273,10,27.311,,0.000,,25,38,,
T,2022-01-20 12:23:53,60.46677288,22.34696303,10,26.901,,0.000,,25,38,,
T,2022-01-20 12:23:54,60.46677445,22.34696194,10,27.195,,0.000,,26,38,,
T,2022-01-20 12:23:55,60.46677361,22.34696037,10,27.380,,0.000,,26,38,,
